Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2005 [YR2005],2010 [YR2010]
GINI index (World Bank estimate),SI.POV.GINI,Guatemala,GTM,54.84,..,..
GINI index (World Bank estimate),SI.POV.GINI,Guinea,GIN,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Guinea-Bissau,GNB,..,..,50.66
GINI index (World Bank estimate),SI.POV.GINI,Guyana,GUY,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Haiti,HTI,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Honduras,HND,..,59.51,53.39
GINI index (World Bank estimate),SI.POV.GINI,"Hong Kong SAR, China",HKG,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Hungary,HUN,27.22,30.19,29.37
GINI index (World Bank estimate),SI.POV.GINI,Iceland,ISL,..,29.38,26.43
GINI index (World Bank estimate),SI.POV.GINI,India,IND,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Indonesia,IDN,..,34.01,35.57
GINI index (World Bank estimate),SI.POV.GINI,"Iran, Islamic Rep.",IRN,..,38.34,..
GINI index (World Bank estimate),SI.POV.GINI,Iraq,IRQ,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Ireland,IRL,..,33.76,32.3
GINI index (World Bank estimate),SI.POV.GINI,Isle of Man,IMY,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Israel,ISR,..,41.86,42.78
GINI index (World Bank estimate),SI.POV.GINI,Italy,ITA,..,34.07,34.41
GINI index (World Bank estimate),SI.POV.GINI,Jamaica,JAM,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Japan,JPN,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Jordan,JOR,..,..,33.66
GINI index (World Bank estimate),SI.POV.GINI,Kazakhstan,KAZ,..,29.65,28.56
GINI index (World Bank estimate),SI.POV.GINI,Kenya,KEN,..,48.51,..
GINI index (World Bank estimate),SI.POV.GINI,Kiribati,KIR,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,"Korea, Dem. Rep.",PRK,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,"Korea, Rep.",KOR,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Kosovo,KSV,..,31.24,33.25
GINI index (World Bank estimate),SI.POV.GINI,Kuwait,KWT,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Kyrgyz Republic,KGZ,31.03,38.32,29.89
GINI index (World Bank estimate),SI.POV.GINI,Lao PDR,LAO,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Latvia,LVA,..,39.4,35.27
GINI index (World Bank estimate),SI.POV.GINI,Lebanon,LBN,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Lesotho,LSO,..,..,54.18
GINI index (World Bank estimate),SI.POV.GINI,Liberia,LBR,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Libya,LBY,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Liechtenstein,LIE,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Lithuania,LTU,31.67,35.3,33.76
GINI index (World Bank estimate),SI.POV.GINI,Luxembourg,LUX,..,31.11,30.9
GINI index (World Bank estimate),SI.POV.GINI,"Macao SAR, China",MAC,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,"Macedonia, FYR",MKD,34.26,39.31,..
GINI index (World Bank estimate),SI.POV.GINI,Madagascar,MDG,..,38.88,40.63
GINI index (World Bank estimate),SI.POV.GINI,Malawi,MWI,..,..,46.12
GINI index (World Bank estimate),SI.POV.GINI,Malaysia,MYS,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Maldives,MDV,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Mali,MLI,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Malta,MLT,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Marshall Islands,MHL,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Mauritania,MRT,39.03,..,..
GINI index (World Bank estimate),SI.POV.GINI,Mauritius,MUS,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Mexico,MEX,51.67,51.11,48.13
GINI index (World Bank estimate),SI.POV.GINI,"Micronesia, Fed. Sts.",FSM,61.18,..,..
GINI index (World Bank estimate),SI.POV.GINI,Moldova,MDA,36.43,36.28,32.05
GINI index (World Bank estimate),SI.POV.GINI,Monaco,MCO,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Mongolia,MNG,..,..,33.08
GINI index (World Bank estimate),SI.POV.GINI,Montenegro,MNE,..,30.14,28.6
GINI index (World Bank estimate),SI.POV.GINI,Morocco,MAR,40.64,..,..
GINI index (World Bank estimate),SI.POV.GINI,Mozambique,MOZ,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Myanmar,MMR,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Namibia,NAM,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Nepal,NPL,..,..,32.75
GINI index (World Bank estimate),SI.POV.GINI,Netherlands,NLD,..,29.86,28.73
GINI index (World Bank estimate),SI.POV.GINI,New Caledonia,NCL,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,New Zealand,NZL,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Nicaragua,NIC,..,40.49,..
GINI index (World Bank estimate),SI.POV.GINI,Niger,NER,..,44.43,..
GINI index (World Bank estimate),SI.POV.GINI,Nigeria,NGA,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Northern Mariana Islands,MNP,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Norway,NOR,..,32.27,25.86
GINI index (World Bank estimate),SI.POV.GINI,Oman,OMN,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Pakistan,PAK,..,32.69,29.59
GINI index (World Bank estimate),SI.POV.GINI,Palau,PLW,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Panama,PAN,57.66,53.99,51.91
GINI index (World Bank estimate),SI.POV.GINI,Papua New Guinea,PNG,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Paraguay,PRY,..,51.37,51.83
GINI index (World Bank estimate),SI.POV.GINI,Peru,PER,50.77,51.84,46.21
GINI index (World Bank estimate),SI.POV.GINI,Philippines,PHL,46.17,..,..
GINI index (World Bank estimate),SI.POV.GINI,Poland,POL,33,35.86,33.22
GINI index (World Bank estimate),SI.POV.GINI,Portugal,PRT,..,38.47,35.84
GINI index (World Bank estimate),SI.POV.GINI,Puerto Rico,PRI,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Qatar,QAT,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Romania,ROM,29.32,29.82,28.16
GINI index (World Bank estimate),SI.POV.GINI,Russian Federation,RUS,37.09,41.37,40.94
GINI index (World Bank estimate),SI.POV.GINI,Rwanda,RWA,48.55,52.04,51.34
GINI index (World Bank estimate),SI.POV.GINI,Samoa,WSM,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,San Marino,SMR,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Sao Tome and Principe,STP,32.13,..,30.82
GINI index (World Bank estimate),SI.POV.GINI,Saudi Arabia,SAU,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Senegal,SEN,..,39.22,..
GINI index (World Bank estimate),SI.POV.GINI,Serbia,SRB,..,33.43,29.65
GINI index (World Bank estimate),SI.POV.GINI,Seychelles,SYC,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Sierra Leone,SLE,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Singapore,SGP,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Sint Maarten (Dutch part),SXM,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Slovak Republic,SVK,..,29.83,27.32
GINI index (World Bank estimate),SI.POV.GINI,Slovenia,SVN,..,24.63,24.94
GINI index (World Bank estimate),SI.POV.GINI,Solomon Islands,SLB,..,46.1,..
GINI index (World Bank estimate),SI.POV.GINI,Somalia,SOM,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,South Africa,ZAF,57.77,..,..
GINI index (World Bank estimate),SI.POV.GINI,South Sudan,SSD,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Spain,ESP,..,32.5,35.79
GINI index (World Bank estimate),SI.POV.GINI,Sri Lanka,LKA,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,St. Kitts and Nevis,KNA,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,St. Lucia,LCA,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,St. Martin (French part),MAF,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,St. Vincent and the Grenadines,VCT,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Sudan,SDN,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Suriname,SUR,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Swaziland,SWZ,53.11,..,..
GINI index (World Bank estimate),SI.POV.GINI,Sweden,SWE,..,27.1,26.81
GINI index (World Bank estimate),SI.POV.GINI,Switzerland,CHE,..,..,32.72
GINI index (World Bank estimate),SI.POV.GINI,Syrian Arab Republic,SYR,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Tajikistan,TJK,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Tanzania,TZA,37.3,..,..
GINI index (World Bank estimate),SI.POV.GINI,Thailand,THA,42.83,..,39.4
GINI index (World Bank estimate),SI.POV.GINI,Timor-Leste,TMP,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Togo,TGO,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Tonga,TON,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Trinidad and Tobago,TTO,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Tunisia,TUN,40.81,37.73,35.81
GINI index (World Bank estimate),SI.POV.GINI,Turkey,TUR,..,41.72,38.78
GINI index (World Bank estimate),SI.POV.GINI,Turkmenistan,TKM,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Turks and Caicos Islands,TCA,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Tuvalu,TUV,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Uganda,UGA,..,42.94,..
GINI index (World Bank estimate),SI.POV.GINI,Ukraine,UKR,..,29.02,24.82
GINI index (World Bank estimate),SI.POV.GINI,United Arab Emirates,ARE,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,United Kingdom,GBR,..,34.56,34.81
GINI index (World Bank estimate),SI.POV.GINI,United States,USA,40.46,..,40.46
GINI index (World Bank estimate),SI.POV.GINI,Uruguay,URY,44.39,45.87,45.32
GINI index (World Bank estimate),SI.POV.GINI,Uzbekistan,UZB,36.1,..,..
GINI index (World Bank estimate),SI.POV.GINI,Vanuatu,VUT,..,..,37.18
GINI index (World Bank estimate),SI.POV.GINI,"Venezuela, RB",VEN,..,52.36,..
GINI index (World Bank estimate),SI.POV.GINI,Vietnam,VNM,..,..,42.68
GINI index (World Bank estimate),SI.POV.GINI,Virgin Islands (U.S.),VIR,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,West Bank and Gaza,WBG,..,34.72,..
GINI index (World Bank estimate),SI.POV.GINI,"Yemen, Rep.",YEM,..,35.89,..
GINI index (World Bank estimate),SI.POV.GINI,Zambia,ZMB,..,..,55.62
GINI index (World Bank estimate),SI.POV.GINI,Zimbabwe,ZWE,..,..,..
,,,,,,
,,,,,,
,,,,,,
Data from database: World Development Indicators,,,,,,
Last Updated: 11/12/2015,,,,,,
